InstructionDecimal,CyclesTaken,ClockStop,NextBlipCycles
58850,945,0,0
58852,939,0,0
58853,945,0,0
58854,940,0,0
58856,941,0,0
58857,940,0,0
58858,946,0,0
58860,945,0,0
58861,35,0,10
58862,939,0,0
58864,945,0,0
58865,944,0,0
58866,941,0,0
58868,942,0,0
58869,943,0,0
58870,945,0,0
58872,941,0,0
58873,938,0,0
58874,941,0,0
58876,945,0,0
58877,33,0,10
58878,939,0,0
58880,945,0,0
58881,8,0,20
58882,938,0,0
58884,945,0,0
58885,15,0,0
58886,942,0,0
58888,945,0,0
58889,6,0,20
58890,943,0,0
58892,944,0,0
58893,15,0,0
58894,944,0,0
58896,943,0,0
58897,30,0,0
58898,940,0,0
58900,942,0,0
58901,13,0,0
58902,940,0,0
58904,939,0,0
58905,30,0,0
58906,943,0,0
58908,943,0,0
58909,13,0,0
58910,939,0,0
58912,944,0,0
58913,943,0,0
58914,941,0,0
58916,941,0,0
58917,6.479997,6,0
58918,938,0,0
58920,944,0,0
58921,6.479997,6,0
58922,945,0,0
58924,945,0,0
58925,6.359998,6,0
58926,945,0,0
58928,945,0,0
58929,6.359998,6,0
58930,938,0,0
58932,938,0,0
58933,945,0,0
58934,939,0,0
58936,943,0,0
58937,6.479997,6,0
58938,941,0,0
58940,944,0,0
58941,945,0,0
58942,944,0,0
58944,942,0,0
58945,944,0,0
58946,940,0,0
58948,943,0,0
58949,946,0,0
58950,943,0,0
58952,944,0,0
58953,938,0,0
58954,939,0,0
58956,939,0,0
58957,944,0,0
58958,942,0,0
58960,940,0,0
58961,941,0,0
58962,940,0,0
58964,942,0,0
58965,946,0,0
58966,941,0,0
58968,939,0,0
58969,942,0,0
58970,942,0,0
58972,943,0,0
58973,6.479997,6,0
58974,940,0,0
58976,939,0,0
58977,945,0,0
58978,942,0,0
58980,944,0,0
58981,940,0,0
58982,939,0,0
58984,943,0,0
58985,944,0,0
58986,942,0,0
58988,942,0,0
58989,35,0,10
58990,938,0,0
58992,943,0,0
58993,943,0,0
58994,944,0,0
58996,941,0,0
58997,943,0,0
58998,944,0,0
59000,941,0,0
59001,944,0,0
59002,940,0,0
59004,942,0,0
59005,33,0,10
59006,943,0,0
59008,940,0,0
59009,8,0,20
59010,939,0,0
59012,944,0,0
59013,15,0,0
59014,943,0,0
59016,945,0,0
59017,6,0,20
59018,944,0,0
59020,941,0,0
59021,15,0,0
59022,945,0,0
59024,940,0,0
59025,30,0,0
59026,943,0,0
59028,943,0,0
59029,13,0,0
59030,942,0,0
59032,941,0,0
59033,30,0,0
59034,944,0,0
59036,943,0,0
59037,13,0,0
59038,941,0,0
59040,938,0,0
59041,938,0,0
59042,940,0,0
59044,940,0,0
59045,6.359998,6,0
59046,939,0,0
59048,943,0,0
59049,6.359998,6,0
59050,939,0,0
59052,939,0,0
59053,6.479997,6,0
59054,943,0,0
59056,942,0,0
59057,6.479997,6,0
59058,939,0,0
59060,939,0,0
59061,942,0,0
59062,940,0,0
59064,940,0,0
59065,6.359998,6,0
59066,944,0,0
59068,940,0,0
59069,943,0,0
59070,944,0,0
59072,943,0,0
59073,945,0,0
59074,946,0,0
59076,940,0,0
59077,939,0,0
59078,939,0,0
59080,942,0,0
59081,941,0,0
59082,943,0,0
59084,944,0,0
59085,942,0,0
59086,945,0,0
59088,943,0,0
59089,944,0,0
59090,941,0,0
59092,940,0,0
59093,941,0,0
59094,945,0,0
59096,946,0,0
59097,943,0,0
59098,938,0,0
59100,945,0,0
59101,6.480002,6,0
59102,946,0,0
59104,945,0,0
59105,939,0,0
59106,945,0,0
59108,943,0,0
59109,942,0,0
59110,940,0,0
59112,941,0,0
59113,939,0,0
59114,943,0,0
59116,941,0,0
59117,35,0,10
59118,944,0,0
59120,940,0,0
59121,945,0,0
59122,940,0,0
59124,942,0,0
59125,945,0,0
59126,939,0,0
59128,941,0,0
59129,938,0,0
59130,939,0,0
59132,944,0,0
59133,33,0,10
59134,942,0,0
59136,945,0,0
59137,8,0,20
59138,943,0,0
59140,940,0,0
59141,15,0,0
59142,945,0,0
59144,941,0,0
59145,6,0,20
59146,943,0,0
59148,942,0,0
59149,15,0,0
59150,940,0,0
59152,941,0,0
59153,30,0,0
59154,939,0,0
59156,941,0,0
59157,13,0,0
59158,941,0,0
59160,945,0,0
59161,30,0,0
59162,940,0,0
59164,942,0,0
59165,13,0,0
59166,944,0,0
59168,941,0,0
59169,941,0,0
59170,945,0,0
59172,942,0,0
59173,6.359998,6,0
59174,941,0,0
59176,942,0,0
59177,6.359998,6,0
59178,939,0,0
59180,939,0,0
59181,6.480008,6,0
59182,938,0,0
59184,942,0,0
59185,6.479997,6,0
59186,945,0,0
59188,945,0,0
59189,946,0,0
59190,940,0,0
59192,944,0,0
59193,6.479997,6,0
59194,941,0,0
59196,942,0,0
59197,938,0,0
59198,942,0,0
59200,939,0,0
59201,939,0,0
59202,940,0,0
59204,940,0,0
59205,940,0,0
59206,945,0,0
59208,942,0,0
59209,946,0,0
59210,939,0,0
59212,945,0,0
59213,938,0,0
59214,945,0,0
59216,938,0,0
59217,940,0,0
59218,941,0,0
59220,941,0,0
59221,943,0,0
59222,942,0,0
59224,942,0,0
59225,943,0,0
59226,938,0,0
59228,945,0,0
59229,6.480002,6,0
59230,943,0,0
59232,941,0,0
59233,938,0,0
59234,945,0,0
59236,945,0,0
59237,942,0,0
59238,942,0,0
59240,939,0,0
59241,943,0,0
59242,945,0,0
59244,941,0,0
59245,35,0,10
59246,943,0,0
59248,945,0,0
59249,942,0,0
59250,940,0,0
59252,945,0,0
59253,945,0,0
59254,941,0,0
59256,938,0,0
59257,944,0,0
59258,944,0,0
59260,944,0,0
59261,33,0,10
59262,944,0,0
59264,945,0,0
59265,8,0,20
59266,939,0,0
59268,941,0,0
59269,15,0,0
59270,946,0,0
59272,938,0,0
59273,6,0,20
59274,943,0,0
59276,944,0,0
59277,15,0,0
59278,940,0,0
59280,945,0,0
59281,30,0,0
59282,945,0,0
59284,946,0,0
59285,13,0,0
59286,942,0,0
59288,941,0,0
59289,30,0,0
59290,940,0,0
59292,941,0,0
59293,13,0,0
59294,940,0,0
59296,939,0,0
59297,941,0,0
59298,941,0,0
59300,941,0,0
59301,6.479997,6,0
59302,941,0,0
59304,941,0,0
59305,6.479997,6,0
59306,940,0,0
59308,944,0,0
59309,6.479997,6,0
59310,942,0,0
59312,939,0,0
59313,6.480008,6,0
59314,939,0,0
59316,939,0,0
59317,942,0,0
59318,942,0,0
59320,941,0,0
59321,6.479997,6,0
59322,942,0,0
59324,941,0,0
59325,942,0,0
59326,946,0,0
59328,938,0,0
59329,943,0,0
59330,938,0,0
59332,942,0,0
59333,943,0,0
59334,939,0,0
59336,944,0,0
59337,945,0,0
59338,939,0,0
59340,939,0,0
59341,938,0,0
59342,945,0,0
59344,943,0,0
59345,943,0,0
59346,944,0,0
59348,946,0,0
59349,941,0,0
59350,942,0,0
59352,945,0,0
59353,944,0,0
59354,943,0,0
59356,942,0,0
59357,6.359998,6,0
59358,939,0,0
59360,942,0,0
59361,946,0,0
59362,938,0,0
59364,939,0,0
59365,945,0,0
59366,941,0,0
59368,940,0,0
59369,941,0,0
59370,942,0,0
59372,941,0,0
59373,35,0,10
59374,939,0,0
59376,941,0,0
59377,940,0,0
59378,941,0,0
59380,939,0,0
59381,939,0,0
59382,939,0,0
59384,945,0,0
59385,938,0,0
59386,945,0,0
59388,940,0,0
59389,33,0,10
59390,946,0,0
59392,945,0,0
59393,28,0,0
59394,945,0,0
59396,940,0,0
59397,11,0,0
59398,941,0,0
59400,946,0,0
59401,28,0,0
59402,946,0,0
59404,943,0,0
59405,11,0,0
59406,941,0,0
59408,942,0,0
59409,26,0,0
59410,946,0,0
59412,943,0,0
59413,9,0,0
59414,943,0,0
59416,946,0,0
59417,25,0,0
59418,944,0,0
59420,946,0,0
59421,9,0,0
59422,946,0,0
59424,942,0,0
59425,940,0,0
59426,940,0,0
59428,942,0,0
59429,939,0,0
59430,939,0,0
59432,942,0,0
59433,6.479997,6,0
59434,943,0,0
59436,938,0,0
59437,944,0,0
59438,946,0,0
59440,942,0,0
59441,946,0,0
59442,938,0,0
59444,944,0,0
59445,942,0,0
59446,944,0,0
59448,943,0,0
59449,6.479997,6,0
59450,939,0,0
59452,944,0,0
59453,945,0,0
59454,939,0,0
59456,939,0,0
59457,943,0,0
59458,945,0,0
59460,944,0,0
59461,939,0,0
59462,943,0,0
59464,939,0,0
59465,939,0,0
59466,942,0,0
59468,939,0,0
59469,939,0,0
59470,939,0,0
59472,943,0,0
59473,939,0,0
59474,943,0,0
59476,942,0,0
59477,940,0,0
59478,944,0,0
59480,944,0,0
59481,940,0,0
59482,944,0,0
59484,942,0,0
59485,943,0,0
59486,942,0,0
59488,944,0,0
59489,941,0,0
59490,943,0,0
59492,939,0,0
59493,941,0,0
59494,941,0,0
59496,939,0,0
59497,943,0,0
59498,945,0,0
59500,943,0,0
59501,31,0,10
59502,942,0,0
59504,943,0,0
59505,940,0,0
59506,939,0,0
59508,943,0,0
59509,29,0,10
59510,940,0,0
59512,944,0,0
59513,940,0,0
59514,938,0,0
59516,946,0,0
59517,941,0,0
59518,944,0,0
59520,941,0,0
59521,28,0,0
59522,943,0,0
59524,943,0,0
59525,11,0,0
59526,939,0,0
59528,945,0,0
59529,28,0,0
59530,945,0,0
59532,940,0,0
59533,11,0,0
59534,942,0,0
59536,938,0,0
59537,26,0,0
59538,945,0,0
59540,940,0,0
59541,9,0,0
59542,939,0,0
59544,943,0,0
59545,25,0,0
59546,943,0,0
59548,942,0,0
59549,9,0,0
59550,941,0,0
59552,946,0,0
59553,940,0,0
59554,942,0,0
59556,938,0,0
59557,940,0,0
59558,939,0,0
59560,939,0,0
59561,6.479997,6,0
59562,940,0,0
59564,939,0,0
59565,945,0,0
59566,944,0,0
59568,943,0,0
59569,941,0,0
59570,939,0,0
59572,945,0,0
59573,944,0,0
59574,942,0,0
59576,944,0,0
59577,6.360009,6,0
59578,943,0,0
59580,940,0,0
59581,944,0,0
59582,945,0,0
59584,943,0,0
59585,939,0,0
59586,939,0,0
59588,944,0,0
59589,940,0,0
59590,943,0,0
59592,941,0,0
59593,939,0,0
59594,938,0,0
59596,943,0,0
59597,940,0,0
59598,943,0,0
59600,942,0,0
59601,942,0,0
59602,939,0,0
59604,939,0,0
59605,944,0,0
59606,941,0,0
59608,942,0,0
59609,946,0,0
59610,940,0,0
59612,944,0,0
59613,945,0,0
59614,939,0,0
59616,941,0,0
59617,944,0,0
59618,940,0,0
59620,939,0,0
59621,944,0,0
59622,938,0,0
59624,939,0,0
59625,939,0,0
59626,942,0,0
59628,941,0,0
59629,31,0,10
59630,939,0,0
59632,938,0,0
59633,939,0,0
59634,941,0,0
59636,942,0,0
59637,29,0,10
59638,938,0,0
59640,945,0,0
59641,944,0,0
59642,938,0,0
59644,942,0,0
59645,939,0,0
59646,942,0,0
59648,942,0,0
59649,28,0,0
59650,944,0,0
59652,939,0,0
59653,11,0,0
59654,946,0,0
59656,938,0,0
59657,28,0,0
59658,944,0,0
59660,943,0,0
59661,11,0,0
59662,941,0,0
59664,943,0,0
59665,26,0,0
59666,939,0,0
59668,941,0,0
59669,9,0,0
59670,941,0,0
59672,942,0,0
59673,25,0,0
59674,940,0,0
59676,944,0,0
59677,9,0,0
59678,941,0,0
59680,942,0,0
59681,945,0,0
59682,941,0,0
59684,942,0,0
59685,939,0,0
59686,943,0,0
59688,945,0,0
59689,6.359998,6,0
59690,944,0,0
59692,943,0,0
59693,940,0,0
59694,941,0,0
59696,942,0,0
59697,941,0,0
59698,944,0,0
59700,946,0,0
59701,943,0,0
59702,945,0,0
59704,942,0,0
59705,6.479997,6,0
59706,939,0,0
59708,940,0,0
59709,944,0,0
59710,942,0,0
59712,939,0,0
59713,945,0,0
59714,943,0,0
59716,941,0,0
59717,939,0,0
59718,938,0,0
59720,944,0,0
59721,939,0,0
59722,941,0,0
59724,942,0,0
59725,943,0,0
59726,944,0,0
59728,943,0,0
59729,944,0,0
59730,946,0,0
59732,941,0,0
59733,939,0,0
59734,942,0,0
59736,943,0,0
59737,940,0,0
59738,939,0,0
59740,944,0,0
59741,940,0,0
59742,942,0,0
59744,940,0,0
59745,943,0,0
59746,946,0,0
59748,940,0,0
59749,941,0,0
59750,941,0,0
59752,939,0,0
59753,944,0,0
59754,940,0,0
59756,944,0,0
59757,31,0,10
59758,943,0,0
59760,938,0,0
59761,944,0,0
59762,938,0,0
59764,943,0,0
59765,29,0,10
59766,944,0,0
59768,945,0,0
59769,941,0,0
59770,945,0,0
59772,942,0,0
59773,937,0,0
59774,940,0,0
59776,946,0,0
59777,28,0,0
59778,943,0,0
59780,940,0,0
59781,11,0,0
59782,944,0,0
59784,940,0,0
59785,28,0,0
59786,942,0,0
59788,945,0,0
59789,11,0,0
59790,943,0,0
59792,941,0,0
59793,26,0,0
59794,942,0,0
59796,946,0,0
59797,9,0,0
59798,939,0,0
59800,942,0,0
59801,25,0,0
59802,944,0,0
59804,944,0,0
59805,9,0,0
59806,944,0,0
59808,940,0,0
59809,945,0,0
59810,939,0,0
59812,940,0,0
59813,942,0,0
59814,940,0,0
59816,940,0,0
59817,6.359998,6,0
59818,939,0,0
59820,941,0,0
59821,941,0,0
59822,942,0,0
59824,943,0,0
59825,941,0,0
59826,938,0,0
59828,943,0,0
59829,939,0,0
59830,942,0,0
59832,943,0,0
59833,6.479997,6,0
59834,946,0,0
59836,943,0,0
59837,945,0,0
59838,944,0,0
59840,938,0,0
59841,943,0,0
59842,944,0,0
59844,946,0,0
59845,946,0,0
59846,942,0,0
59848,941,0,0
59849,941,0,0
59850,939,0,0
59852,939,0,0
59853,938,0,0
59854,943,0,0
59856,946,0,0
59857,940,0,0
59858,943,0,0
59860,942,0,0
59861,939,0,0
59862,939,0,0
59864,944,0,0
59865,942,0,0
59866,942,0,0
59868,943,0,0
59869,939,0,0
59870,943,0,0
59872,942,0,0
59873,945,0,0
59874,940,0,0
59876,945,0,0
59877,946,0,0
59878,938,0,0
59880,942,0,0
59881,939,0,0
59882,939,0,0
59884,938,0,0
59885,31,0,10
59886,941,0,0
59888,944,0,0
59889,943,0,0
59890,946,0,0
59892,940,0,0
59893,29,0,10
59894,945,0,0
59896,939,0,0
59897,939,0,0
59898,940,0,0
59900,944,0,0
59901,940,0,0
59902,939,0,0
59904,945,0,0
59905,28,0,0
59906,943,0,0
59908,945,0,0
59909,11,0,0
59910,944,0,0
59912,941,0,0
59913,28,0,0
59914,946,0,0
59916,945,0,0
59917,11,0,0
59918,946,0,0
59920,945,0,0
59921,26,0,0
59922,946,0,0
59924,939,0,0
59925,9,0,0
59926,939,0,0
59928,946,0,0
59929,25,0,0
59930,940,0,0
59932,944,0,0
59933,9,0,0
59934,941,0,0
59936,940,0,0
59937,940,0,0
59938,944,0,0
59940,940,0,0
59941,943,0,0
59942,941,0,0
59944,946,0,0
59945,6.479997,6,0
59946,939,0,0
59948,942,0,0
59949,944,0,0
59950,940,0,0
59952,945,0,0
59953,943,0,0
59954,943,0,0
59956,941,0,0
59957,945,0,0
59958,943,0,0
59960,943,0,0
59961,6.479997,6,0
59962,946,0,0
59964,940,0,0
59965,939,0,0
59966,944,0,0
59968,943,0,0
59969,943,0,0
59970,944,0,0
59972,943,0,0
59973,942,0,0
59974,939,0,0
59976,945,0,0
59977,940,0,0
59978,938,0,0
59980,940,0,0
59981,945,0,0
59982,945,0,0
59984,939,0,0
59985,944,0,0
59986,939,0,0
59988,939,0,0
59989,938,0,0
59990,942,0,0
59992,946,0,0
59993,939,0,0
59994,942,0,0
59996,943,0,0
59997,942,0,0
59998,946,0,0
60000,945,0,0
60001,944,0,0
60002,943,0,0
60004,942,0,0
60005,944,0,0
60006,941,0,0
60008,944,0,0
60009,945,0,0
60010,941,0,0
60012,938,0,0
60013,31,0,10
60014,943,0,0
60016,941,0,0
60017,946,0,0
60018,944,0,0
60020,941,0,0
60021,29,0,10
60022,938,0,0
60024,941,0,0
60025,946,0,0
60026,939,0,0
60028,946,0,0
60029,944,0,0
60030,943,0,0
60032,940,0,0
60033,28,0,0
60034,944,0,0
60036,943,0,0
60037,11,0,0
60038,942,0,0
60040,944,0,0
60041,28,0,0
60042,943,0,0
60044,943,0,0
60045,11,0,0
60046,943,0,0
60048,944,0,0
60049,26,0,0
60050,943,0,0
60052,942,0,0
60053,9,0,0
60054,944,0,0
60056,942,0,0
60057,25,0,0
60058,940,0,0
60060,945,0,0
60061,9,0,0
60062,942,0,0
60064,943,0,0
60065,946,0,0
60066,944,0,0
60068,943,0,0
60069,940,0,0
60070,938,0,0
60072,944,0,0
60073,6.479997,6,0
60074,943,0,0
60076,940,0,0
60077,940,0,0
60078,942,0,0
60080,938,0,0
60081,944,0,0
60082,943,0,0
60084,943,0,0
60085,945,0,0
60086,940,0,0
60088,940,0,0
60089,6.479997,6,0
60090,944,0,0
60092,943,0,0
60093,941,0,0
60094,942,0,0
60096,945,0,0
60097,942,0,0
60098,941,0,0
60100,946,0,0
60101,944,0,0
60102,938,0,0
60104,941,0,0
60105,944,0,0
60106,944,0,0
60108,940,0,0
60109,943,0,0
60110,940,0,0
60112,944,0,0
60113,941,0,0
60114,945,0,0
60116,939,0,0
60117,939,0,0
60118,943,0,0
60120,940,0,0
60121,946,0,0
60122,943,0,0
60124,944,0,0
60125,942,0,0
60126,945,0,0
60128,939,0,0
60129,942,0,0
60130,943,0,0
60132,940,0,0
60133,942,0,0
60134,943,0,0
60136,944,0,0
60137,943,0,0
60138,945,0,0
60140,944,0,0
60141,31,0,10
60142,945,0,0
60144,940,0,0
60145,941,0,0
60146,941,0,0
60148,942,0,0
60149,29,0,10
60150,941,0,0
60152,941,0,0
60153,944,0,0
60154,942,0,0
60156,944,0,0
60157,945,0,0
60158,942,0,0
60160,944,0,0
60161,28,0,0
60162,943,0,0
60164,945,0,0
60165,11,0,0
60166,946,0,0
60168,943,0,0
60169,28,0,0
60170,946,0,0
60172,941,0,0
60173,11,0,0
60174,942,0,0
60176,942,0,0
60177,26,0,0
60178,940,0,0
60180,944,0,0
60181,9,0,0
60182,943,0,0
60184,939,0,0
60185,25,0,0
60186,944,0,0
60188,944,0,0
60189,9,0,0
60190,945,0,0
60192,940,0,0
60193,944,0,0
60194,944,0,0
60196,942,0,0
60197,944,0,0
60198,941,0,0
60200,939,0,0
60201,6.480008,6,0
60202,944,0,0
60204,941,0,0
60205,939,0,0
60206,940,0,0
60208,942,0,0
60209,944,0,0
60210,945,0,0
60212,943,0,0
60213,938,0,0
60214,939,0,0
60216,946,0,0
60217,6.479997,6,0
60218,942,0,0
60220,938,0,0
60221,945,0,0
60222,944,0,0
60224,943,0,0
60225,938,0,0
60226,940,0,0
60228,939,0,0
60229,940,0,0
60230,940,0,0
60232,940,0,0
60233,943,0,0
60234,940,0,0
60236,944,0,0
60237,941,0,0
60238,945,0,0
60240,941,0,0
60241,941,0,0
60242,944,0,0
60244,943,0,0
60245,940,0,0
60246,939,0,0
60248,943,0,0
60249,940,0,0
60250,944,0,0
60252,940,0,0
60253,942,0,0
60254,939,0,0
60256,945,0,0
60257,944,0,0
60258,943,0,0
60260,945,0,0
60261,941,0,0
60262,945,0,0
60264,944,0,0
60265,940,0,0
60266,943,0,0
60268,939,0,0
60269,31,0,10
60270,946,0,0
60272,943,0,0
60273,941,0,0
60274,944,0,0
60276,940,0,0
60277,29,0,10
60278,942,0,0
60280,941,0,0
60281,943,0,0
60282,943,0,0
60284,940,0,0
60285,939,0,0
60286,944,0,0
60288,944,0,0
60289,28,0,0
60290,941,0,0
60292,941,0,0
60293,11,0,0
60294,945,0,0
60296,939,0,0
60297,28,0,0
60298,941,0,0
60300,942,0,0
60301,11,0,0
60302,945,0,0
60304,939,0,0
60305,26,0,0
60306,940,0,0
60308,941,0,0
60309,9,0,0
60310,939,0,0
60312,942,0,0
60313,25,0,0
60314,940,0,0
60316,939,0,0
60317,9,0,0
60318,945,0,0
60320,944,0,0
60321,944,0,0
60322,942,0,0
60324,944,0,0
60325,943,0,0
60326,942,0,0
60328,941,0,0
60329,6.360009,6,0
60330,941,0,0
60332,941,0,0
60333,940,0,0
60334,942,0,0
60336,939,0,0
60337,943,0,0
60338,939,0,0
60340,943,0,0
60341,939,0,0
60342,945,0,0
60344,943,0,0
60345,6.480008,6,0
60346,944,0,0
60348,945,0,0
60349,940,0,0
60350,943,0,0
60352,940,0,0
60353,939,0,0
60354,938,0,0
60356,944,0,0
60357,939,0,0
60358,941,0,0
60360,945,0,0
60361,943,0,0
60362,942,0,0
60364,943,0,0
60365,945,0,0
60366,943,0,0
60368,941,0,0
60369,940,0,0
60370,940,0,0
60372,941,0,0
60373,938,0,0
60374,943,0,0
60376,943,0,0
60377,943,0,0
60378,940,0,0
60380,939,0,0
60381,942,0,0
60382,940,0,0
60384,939,0,0
60385,941,0,0
60386,939,0,0
60388,944,0,0
60389,946,0,0
60390,942,0,0
60392,942,0,0
60393,944,0,0
60394,943,0,0
60396,941,0,0
60397,31,0,10
60398,944,0,0
60400,941,0,0
60401,939,0,0
60402,943,0,0
60404,942,0,0
60405,29,0,10
60406,938,0,0
60408,940,0,0
60409,943,0,0
60410,939,0,0
60412,945,0,0
60413,940,0,0
60414,946,0,0
60416,942,0,0
60417,23,0,0
60418,943,0,0
60420,941,0,0
60421,7,0,0
60422,939,0,0
60424,939,0,0
60425,23,0,0
60426,945,0,0
60428,946,0,0
60429,6,0,0
60430,942,0,0
60432,943,0,0
60433,21,0,0
60434,945,0,0
60436,942,0,0
60437,938,0,0
60438,943,0,0
60440,942,0,0
60441,21,0,0
60442,943,0,0
60444,941,0,0
60445,95.04,95,0
60446,944,0,0
60448,940,0,0
60449,6.359998,6,0
60450,938,0,0
60452,939,0,0
60453,944,0,0
60454,940,0,0
60456,941,0,0
60457,9.36,9,0
60458,942,0,0
60460,941,0,0
60461,941,0,0
60462,944,0,0
60464,938,0,0
60465,943,0,0
60466,945,0,0
60468,944,0,0
60469,946,0,0
60470,941,0,0
60472,945,0,0
60473,942,0,0
60474,941,0,0
60476,940,0,0
60477,941,0,0
60478,940,0,0
60480,938,0,0
60481,939,0,0
60482,944,0,0
60484,938,0,0
60485,942,0,0
60486,941,0,0
60488,945,0,0
60489,938,0,0
60490,939,0,0
60492,941,0,0
60493,943,0,0
60494,939,0,0
60496,945,0,0
60497,941,0,0
60498,941,0,0
60500,940,0,0
60501,946,0,0
60502,943,0,0
60504,941,0,0
60505,941,0,0
60506,939,0,0
60508,944,0,0
60509,939,0,0
60510,943,0,0
60512,943,0,0
60513,938,0,0
60514,940,0,0
60516,942,0,0
60517,27,0,10
60518,942,0,0
60520,944,0,0
60521,43,0,10
60522,940,0,0
60524,940,0,0
60525,27,0,10
60526,945,0,0
60528,940,0,0
60529,941,0,0
60530,946,0,0
60532,945,0,0
60533,25,0,10
60534,938,0,0
60536,944,0,0
60537,41,0,10
60538,944,0,0
60540,941,0,0
60541,25,0,10
60542,944,0,0
60544,943,0,0
60545,23,0,0
60546,939,0,0
60548,942,0,0
60549,7,0,0
60550,944,0,0
60552,941,0,0
60553,23,0,0
60554,942,0,0
60556,940,0,0
60557,6,0,0
60558,942,0,0
60560,941,0,0
60561,21,0,0
60562,938,0,0
60564,944,0,0
60565,944,0,0
60566,940,0,0
60568,943,0,0
60569,21,0,0
60570,941,0,0
60572,940,0,0
60573,95.04,95,0
60574,945,0,0
60576,939,0,0
60577,6.359998,6,0
60578,945,0,0
60580,945,0,0
60581,939,0,0
60582,940,0,0
60584,938,0,0
60585,9.36,9,0
60586,943,0,0
60588,942,0,0
60589,945,0,0
60590,939,0,0
60592,940,0,0
60593,938,0,0
60594,944,0,0
60596,938,0,0
60597,944,0,0
60598,944,0,0
60600,941,0,0
60601,946,0,0
60602,940,0,0
60604,941,0,0
60605,942,0,0
60606,946,0,0
60608,940,0,0
60609,944,0,0
60610,943,0,0
60612,944,0,0
60613,945,0,0
60614,945,0,0
60616,946,0,0
60617,942,0,0
60618,938,0,0
60620,940,0,0
60621,940,0,0
60622,939,0,0
60624,938,0,0
60625,944,0,0
60626,942,0,0
60628,943,0,0
60629,938,0,0
60630,942,0,0
60632,942,0,0
60633,946,0,0
60634,943,0,0
60636,942,0,0
60637,941,0,0
60638,942,0,0
60640,944,0,0
60641,941,0,0
60642,938,0,0
60644,944,0,0
60645,27,0,10
60646,942,0,0
60648,938,0,0
60649,43,0,10
60650,945,0,0
60652,945,0,0
60653,27,0,10
60654,944,0,0
60656,940,0,0
60657,941,0,0
60658,945,0,0
60660,943,0,0
60661,25,0,10
60662,939,0,0
60664,944,0,0
60665,41,0,10
60666,944,0,0
60668,942,0,0
60669,25,0,10
60670,940,0,0
60672,945,0,0
60673,23,0,0
60674,937,0,0
60676,939,0,0
60677,7,0,0
60678,944,0,0
60680,939,0,0
60681,23,0,0
60682,942,0,0
60684,941,0,0
60685,6,0,0
60686,945,0,0
60688,940,0,0
60689,21,0,0
60690,945,0,0
60692,943,0,0
60693,940,0,0
60694,941,0,0
60696,941,0,0
60697,21,0,0
60698,943,0,0
60700,938,0,0
60701,95.03999,95,0
60702,942,0,0
60704,940,0,0
60705,6.479997,6,0
60706,940,0,0
60708,940,0,0
60709,940,0,0
60710,943,0,0
60712,943,0,0
60713,9.36,9,0
60714,940,0,0
60716,941,0,0
60717,944,0,0
60718,943,0,0
60720,939,0,0
60721,945,0,0
60722,941,0,0
60724,944,0,0
60725,941,0,0
60726,940,0,0
60728,945,0,0
60729,940,0,0
60730,944,0,0
60732,942,0,0
60733,944,0,0
60734,940,0,0
60736,944,0,0
60737,941,0,0
60738,940,0,0
60740,941,0,0
60741,938,0,0
60742,939,0,0
60744,942,0,0
60745,945,0,0
60746,940,0,0
60748,943,0,0
60749,940,0,0
60750,943,0,0
60752,940,0,0
60753,943,0,0
60754,941,0,0
60756,941,0,0
60757,945,0,0
60758,945,0,0
60760,943,0,0
60761,940,0,0
60762,943,0,0
60764,940,0,0
60765,941,0,0
60766,940,0,0
60768,946,0,0
60769,942,0,0
60770,943,0,0
60772,941,0,0
60773,27,0,10
60774,942,0,0
60776,943,0,0
60777,43,0,10
60778,945,0,0
60780,938,0,0
60781,27,0,10
60782,941,0,0
60784,942,0,0
60785,943,0,0
60786,939,0,0
60788,940,0,0
60789,25,0,10
60790,942,0,0
60792,940,0,0
60793,41,0,10
60794,938,0,0
60796,944,0,0
60797,25,0,10
60798,944,0,0
60800,938,0,0
60801,23,0,0
60802,939,0,0
60804,940,0,0
60805,7,0,0
60806,939,0,0
60808,942,0,0
60809,23,0,0
60810,942,0,0
60812,941,0,0
60813,6,0,0
60814,939,0,0
60816,946,0,0
60817,21,0,0
60818,941,0,0
60820,946,0,0
60821,942,0,0
60822,943,0,0
60824,942,0,0
60825,21,0,0
60826,940,0,0
60828,939,0,0
60829,95.03999,95,0
60830,939,0,0
60832,941,0,0
60833,6.359998,6,0
60834,938,0,0
60836,943,0,0
60837,943,0,0
60838,944,0,0
60840,942,0,0
60841,9.36,9,0
60842,940,0,0
60844,942,0,0
60845,940,0,0
60846,940,0,0
60848,942,0,0
60849,938,0,0
60850,938,0,0
60852,939,0,0
60853,942,0,0
60854,944,0,0
60856,940,0,0
60857,938,0,0
60858,938,0,0
60860,945,0,0
60861,939,0,0
60862,946,0,0
60864,943,0,0
60865,940,0,0
60866,940,0,0
60868,941,0,0
60869,941,0,0
60870,944,0,0
60872,946,0,0
60873,945,0,0
60874,946,0,0
60876,942,0,0
60877,942,0,0
60878,940,0,0
60880,941,0,0
60881,943,0,0
60882,943,0,0
60884,942,0,0
60885,944,0,0
60886,939,0,0
60888,945,0,0
60889,941,0,0
60890,942,0,0
60892,939,0,0
60893,941,0,0
60894,939,0,0
60896,943,0,0
